RIN,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE1,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE.1,LOCATION_DISTRICT.1,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_LATITUDE,LOCATION_LONGITUDE,Unnamed: 24
157502,3/16/15,8,0,0,1,4,0,2,1,0,0,0,0,0,4,0,9,3114818,10070707,9,307,,,
157902,3/25/15,7,2,0,1,4,0,2,0,0,0,0,0,0,0,0,3,3115326,10042330,2,1930,,,
159403,4/26/15,7,2,3,1,4,0,2,76,0,0,0,0,0,0,0,1,3101058,10049258,2,1809,,,
161742,5/26/15,10,2,0,1,4,0,2,1,0,0,0,0,0,1,2,5,3127362,10092588,4,1201,,,
166495,9/19/15,7,2,0,1,4,0,2,11,0,0,0,0,0,0,0,5,3099485,10025738,5,1931,,,
166549,9/19/15,7,2,0,1,4,0,2,11,0,0,0,0,0,0,0,0,3099485,10025738,5,1931,,,
170023,1/2/16,5,1,0,1,4,0,2,8,0,0,0,0,0,4,0,0,3103804,10056748,5,1932,,,
172479,3/15/16,8,0,0,1,4,0,2,25,0,0,0,0,0,0,0,9,3115534,10070296,9,1,,,
143575,2/6/14,8,2,1,1,2,0,2,0,0,0,0,0,0,0,0,12,3117442,10072197,0,1832,,,
150241,8/5/14,9,2,0,2,2,0,2,0,0,0,0,0,0,0,0,3,3126802,10054470,0,1544,30.222593,-97.704957,
152782,10/21/14,1,2,5,1,2,0,2,11,3,0,0,0,1,1,0,17,3124418,10123528,0,1933,30.412351,-97.707908,
152781,10/21/14,1,2,0,2,2,0,2,11,2,0,0,0,2,4,0,17,3124418,10123528,0,1933,30.412351,-97.707908,
146999,5/9/14,10,4,0,1,2,0,2,5,0,0,0,0,0,4,0,5,3129997,10096983,0,40,30.338618,-97.692566,
157561,3/11/15,10,2,1,1,2,0,2,20,0,0,0,0,0,0,0,7,3124727,10095431,4,1934,,,
167962,10/28/15,4,5,0,1,2,0,2,2,1,0,0,0,1,2,0,6,3149787,10081185,1,1935,,,
169613,12/23/15,8,0,0,1,2,0,2,37,0,0,0,0,0,6,0,12,3116286,10070603,9,1936,,,
174667,6/29/16,6,2,0,2,2,0,2,16,0,0,0,0,0,0,0,2,3135873,10127479,7,705,,,
145552,3/28/14,8,0,3,2,5,0,2,11,15,0,0,0,0,0,0,10,3114711,10072122,0,1937,,,
144313,2/1/14,1,2,0,2,5,0,2,5,0,0,0,0,0,0,0,0,3112541,10121808,0,1938,30.40921,-97.744708,
161525,6/7/15,9,2,0,2,5,0,2,0,0,0,0,0,0,1,0,2,3150858,10038117,2,1939,,,
162426,6/18/15,5,1,0,1,5,0,2,21,0,0,0,0,0,0,0,4,3097207,10057710,5,1940,,,
166484,9/19/15,8,3,0,1,5,0,2,12,0,0,0,0,0,4,0,8,3112984,10069766,9,1941,,,
167902,10/28/15,8,3,0,1,5,0,2,11,0,0,0,0,0,0,0,3,3112113,10070173,9,158,,,
170438,1/17/16,7,2,0,1,5,0,2,8,6,0,0,0,2,4,0,3,3100924,10029224,5,1942,,,
174014,5/12/16,8,0,1,1,5,0,2,47,0,0,0,0,0,0,0,11,3115510,10069938,9,1943,,,
175756,9/11/16,9,2,0,2,5,0,0,33,0,0,0,0,0,0,0,9,3116767,10057565,3,1944,,,
175789,9/11/16,9,2,0,2,5,0,0,33,0,0,0,0,0,0,1,0,3116767,10057565,3,1944,,,
153350,11/6/14,8,3,0,1,5,0,0,11,0,0,0,0,0,1,0,7,3115747,10070360,0,932,30.266792,-97.738272,
171625,2/18/16,7,1,0,1,4,0,3,8,0,0,0,0,0,4,0,13,3109221,10044980,2,230,,,
176170,10/2/16,9,1,0,2,4,0,0,48,0,0,0,0,0,0,0,9,3122621,10057695,3,1945,,,
176171,10/2/16,9,1,0,2,4,0,0,8,0,0,0,0,0,0,0,2,3122621,10057695,3,1945,,,
177168,12/7/16,4,1,0,1,4,0,0,14,0,0,0,0,0,0,0,10,3131307,10071971,3,1729,,,
152459,10/5/14,4,2,1,1,2,0,0,1,2,0,0,0,2,0,1,17,3121225,10073004,0,1895,,,
168344,11/9/15,4,1,0,1,2,0,0,11,0,0,0,0,0,4,0,3,3130569,10074918,1,1946,,,
171113,2/8/16,10,2,0,1,2,0,0,14,0,0,0,0,0,1,0,6,3129695,10092641,4,1947,,,
171270,2/8/16,10,2,0,1,2,0,0,14,0,0,0,0,0,1,0,3,3129695,10092641,4,1947,,,
177011,11/25/16,10,1,0,1,2,0,2,8,0,0,0,0,0,4,2,4,3122078,10103551,4,1737,,,
149579,7/13/14,9,1,0,1,4,0,2,5,3,0,0,0,1,4,0,1,3120701,10058393,0,1948,,,
171063,2/8/16,10,2,0,1,2,0,2,14,0,0,0,0,0,2,0,3,3129695,10092641,4,1947,,,
176624,10/31/16,8,0,4,1,5,0,2,31,0,0,0,0,0,0,0,12,3115341,10070251,9,607,,,
143174,2/5/14,6,1,0,1,4,0,2,0,0,0,0,0,0,0,0,1,3123297,10109143,0,1949,30.372372,-97.711903,
175863,9/16/16,7,2,0,2,4,0,2,8,0,0,0,0,0,0,0,2,3102530,10035054,2,1773,,,
176471,10/21/16,8,0,0,1,4,0,2,33,0,0,0,0,0,1,0,5,3119612,10067521,3,1950,,,
163323,7/13/15,6,1,1,1,2,0,2,0,0,0,0,0,0,6,0,1,3130631,10103700,4,1951,,,
163423,7/13/15,6,4,0,1,2,0,2,2,0,0,0,0,0,0,0,5,3132679,10127745,7,1952,,,
153569,11/16/14,7,2,0,1,5,0,2,0,2,0,0,0,12,4,2,1,3108421,10043651,0,140,30.194171,-97.764034,
176021,9/6/16,6,2,0,3,3,0,2,8,8,0,0,0,0,0,2,23,3125782,10107636,4,384,30.368461,-97.703866,
155779,2/4/15,6,2,0,1,4,0,2,21,0,0,0,0,0,0,1,2,3129753,10113419,7,1785,,,
162681,6/30/15,6,2,0,1,4,0,2,40,0,0,0,0,0,6,0,11,3121822,10108684,4,669,,,
176052,9/24/16,8,0,4,2,4,0,2,8,0,0,0,0,0,0,0,10,3114741,10070624,9,1026,,,
147279,5/19/14,4,1,0,1,2,0,2,5,1,0,0,0,1,1,0,3,3140460,10077209,0,1953,30.284172,-97.659918,
150521,8/13/14,3,2,0,2,5,0,2,1,0,0,0,0,0,0,0,4,3114190,10073179,0,1954,,,
155520,1/18/15,7,2,0,2,5,0,2,0,0,0,0,0,0,6,0,3,3101344,10041375,2,1414,,,
147541,5/18/14,8,2,0,1,4,0,2,0,0,0,0,0,0,0,0,8,3115936,10069713,0,1955,,,
156143,2/11/15,10,2,0,1,4,0,2,0,9,0,0,0,0,0,0,1,3133701,10085352,1,1583,,,
157986,3/28/15,9,3,0,1,4,0,2,2,1,0,0,0,1,4,5,2,3120959,10059177,3,194,,,
168603,11/21/15,10,0,0,1,4,0,2,0,0,0,0,0,0,0,0,16,3126730,10096014,4,1956,,,
168627,11/21/15,10,0,0,1,4,0,2,0,0,0,0,0,0,0,0,15,3126730,10096014,4,1956,,,
154559,12/29/14,6,1,0,1,2,0,2,0,1,0,0,0,1,1,0,1,3135859,10130420,0,1957,,,
144509,3/6/14,7,2,0,1,2,0,2,0,1,0,0,0,1,4,0,2,3110785,10047817,0,900,30.204492,-97.756177,
160130,5/9/15,8,2,0,1,2,0,2,1,4,0,0,0,1,4,1,7,3116208,10070556,9,1958,,,
142690,1/16/14,3,2,1,2,5,0,2,0,0,0,0,0,0,0,0,2,3114281,10077921,0,1959,,,
160207,5/11/15,6,2,1,1,5,0,2,11,9,0,0,0,0,0,0,2,3137595,10134828,7,1530,,,
175173,8/10/16,7,2,0,2,5,0,2,8,0,0,0,0,0,4,0,0,3120547,10051153,2,1960,,,
175193,8/10/16,7,2,0,2,5,0,2,8,4,0,0,0,1,4,0,6,3120547,10051153,2,1960,,,
143452,2/9/14,9,2,0,1,4,0,2,2,0,0,0,0,0,2,0,6,3113907,10059041,0,445,30.235166,-97.744652,
151783,9/13/14,6,0,0,1,4,0,2,0,0,0,0,0,0,6,5,1,3126366,10100628,0,1961,30.349209,-97.702264,
151541,9/6/14,9,2,5,1,4,0,2,2,0,0,0,0,0,0,0,2,3118736,10058620,0,1962,30.234568,-97.730574,
143430,2/9/14,9,2,0,1,4,0,2,2,0,0,0,0,0,2,2,12,3113907,10059041,0,445,30.235166,-97.744652,
151580,9/6/14,9,2,2,2,4,0,2,5,0,0,0,0,0,4,0,4,3118736,10058620,0,1962,30.234568,-97.730574,
152319,9/13/14,6,0,0,1,4,0,2,0,0,0,0,0,0,6,0,15,3126366,10100628,0,1961,30.349209,-97.702264,
152040,9/6/14,6,2,0,1,4,0,2,21,9,0,0,0,0,0,0,0,3129738,10107910,0,68,30.370348,-97.690533,
151540,9/6/14,9,2,0,1,4,0,2,1,0,0,0,0,0,0,2,9,3118736,10058620,0,1962,30.234568,-97.730574,
166731,9/24/15,7,2,1,1,4,0,2,11,0,0,0,0,0,0,0,1,3112510,10038810,2,1963,,,
166761,9/24/15,7,2,1,1,4,0,2,11,0,0,0,0,0,0,0,0,3112510,10038810,2,1963,,,
166762,9/24/15,7,2,1,1,4,0,2,11,0,0,0,0,0,0,0,1,3112510,10038810,2,1963,,,
146091,4/13/14,4,1,4,1,2,0,2,0,0,0,0,0,0,4,0,2,3149982,10080846,0,1964,30.293204,-97.628949,
153812,11/30/14,4,2,0,1,2,0,2,0,0,0,0,0,0,1,0,3,3137140,10085508,0,13,30.307201,-97.669664,
153813,11/30/14,4,2,0,1,2,0,2,0,0,0,0,0,0,1,0,6,3137140,10085508,0,13,30.307201,-97.669664,
164187,8/1/15,8,2,0,1,5,0,2,39,0,0,0,0,0,0,0,11,3115952,10070759,9,29,,,
162417,6/25/15,7,1,0,2,4,0,2,0,0,0,0,0,0,0,0,3,3106009,10042309,2,1965,,,
177044,11/28/16,6,2,0,1,4,0,2,8,0,0,0,0,0,0,0,2,3134207,10110025,1,1060,,,
146842,5/7/14,9,1,0,1,4,0,2,5,3,0,0,0,2,2,0,5,3117138,10054498,0,1966,30.223207,-97.734701,
177099,11/28/16,6,2,0,1,4,0,2,8,0,0,0,0,0,4,2,4,3134207,10110025,1,1060,,,
174709,7/5/16,8,0,0,1,2,0,2,8,0,0,0,0,0,1,0,3,3115843,10070697,9,200,,,
175280,7/5/16,8,0,0,1,2,0,2,14,0,0,0,0,0,1,0,2,3115843,10070697,9,200,,,
149248,7/6/14,5,3,0,1,5,0,2,0,0,0,0,0,0,1,0,3,3110719,10052849,0,691,30.218782,-97.755123,
155500,1/29/15,8,3,0,1,5,0,2,0,0,0,0,0,0,1,0,2,3115841,10070419,9,118,,,
155541,1/29/15,8,3,0,1,5,0,2,0,2,0,0,0,1,0,3,4,3115841,10070419,9,118,,,
169632,12/20/15,4,2,0,3,3,0,2,2,0,0,0,0,0,4,0,1,3139633,10084978,1,1342,,,
149080,6/28/14,7,2,3,1,4,0,2,42,3,0,0,0,1,0,0,2,3115240,10044370,0,1967,30.195735,-97.741772,
173866,5/9/16,3,0,0,1,4,0,2,8,0,0,0,0,0,0,0,4,3110970,10073635,9,1968,,,
143053,1/30/14,10,4,0,1,2,0,2,0,3,0,0,0,1,4,2,8,3134407,10085593,0,1636,30.307862,-97.67815,
143051,1/30/14,10,4,0,1,2,0,2,0,0,0,0,0,0,4,0,9,3134407,10085593,0,1636,30.307862,-97.67815,
157127,3/6/15,4,2,0,2,2,0,2,12,0,0,0,0,0,0,0,2,3126548,10073121,1,1969,,,
157201,3/6/15,4,2,0,2,2,0,2,12,0,0,0,0,0,0,0,5,3126548,10073121,1,1969,,,
173811,5/4/16,10,2,0,1,2,0,2,14,5,0,0,0,1,4,0,5,3125214,10086639,4,1163,,,
152082,9/20/14,8,2,0,1,4,0,2,21,0,0,0,0,0,0,0,4,3117175,10070192,0,861,,,
169649,12/21/15,3,2,1,1,4,0,2,11,0,0,0,0,0,0,0,3,3107390,10073098,9,79,,,
175029,7/31/16,7,2,0,1,4,0,2,8,0,0,0,0,0,0,0,2,3105493,10046033,2,1827,,,
174484,6/15/16,10,2,0,1,2,0,2,14,0,0,0,0,0,4,0,1,3129996,10096983,4,40,30.338618,-97.692566,
176959,11/25/16,10,1,0,1,2,0,2,8,0,0,0,0,0,4,2,2,3122078,10103551,4,1737,,,
146878,4/30/14,6,2,0,1,5,0,2,0,0,0,0,0,0,0,0,4,3130705,10104509,0,97,,,
172905,3/23/16,5,2,0,2,5,0,2,8,11,0,0,0,1,0,0,10,3106229,10051028,3,1970,,,
152102,9/20/14,8,2,0,1,4,0,2,0,1,0,0,0,1,4,0,2,3117175,10070192,0,861,,,
143308,2/6/14,9,2,0,1,4,0,2,9,0,0,0,0,0,2,0,1,3118973,10059156,0,398,30.23573,-97.728641,
160250,5/12/15,5,1,0,1,4,0,2,0,0,0,0,0,0,0,0,1,3103775,10056782,5,1971,,,
161581,6/8/15,4,2,0,1,2,0,2,1,2,0,0,0,0,0,0,3,3121801,10071523,1,1972,,,
161701,6/8/15,4,2,0,1,2,0,2,1,0,0,0,0,0,6,2,7,3121801,10071523,1,1972,,,
169412,12/12/15,10,2,0,1,2,0,2,1,2,0,0,0,2,1,0,0,3133263,10083200,1,857,,,
174485,6/15/16,10,2,0,1,2,0,2,14,0,0,0,0,0,4,0,5,3129996,10096983,4,40,30.338618,-97.692566,
148639,6/17/14,5,2,5,1,5,0,2,21,0,0,0,0,0,0,0,3,3109113,10068259,0,1973,30.261344,-97.759454,
148551,6/17/14,5,2,2,1,5,0,2,21,0,0,0,0,0,0,0,0,3109113,10068259,0,1973,30.261344,-97.759454,
174372,6/13/16,3,2,0,1,5,0,2,8,0,0,0,0,0,1,0,2,3116976,10107732,7,1974,,,
174387,6/13/16,3,2,0,1,5,0,2,8,0,0,0,0,0,1,3,5,3116976,10107732,7,1974,,,
146055,4/12/14,5,2,1,1,2,0,2,0,0,0,0,0,0,0,0,3,3108020,10065564,0,1975,30.254028,-97.76274,
144148,2/24/14,4,2,1,1,2,0,2,1,0,0,0,0,0,0,1,0,3123111,10077066,0,1976,30.285029,-97.714535,
144115,2/24/14,4,2,1,1,2,0,2,1,0,0,0,0,0,0,1,4,3123111,10077066,0,1976,30.285029,-97.714535,
161282,6/2/15,9,2,0,1,5,0,2,11,0,0,0,0,0,2,0,1,3117143,10061523,9,1803,,,
144708,3/12/14,8,0,0,1,4,0,2,1,0,0,0,0,0,0,3,6,3115226,10070599,0,18,30.267288,-97.74007,
144689,3/12/14,8,0,0,1,4,0,2,1,0,0,0,0,0,0,0,7,3115226,10070599,0,18,30.267288,-97.74007,
144690,3/12/14,8,0,0,1,4,0,2,1,0,0,0,0,0,0,0,5,3115226,10070599,0,18,30.267288,-97.74007,
160690,5/22/15,8,0,1,1,4,0,2,1,0,0,0,0,0,0,2,5,3115841,10070419,9,57,,,
160980,5/22/15,8,0,1,1,4,0,2,15,0,0,0,0,0,0,3,7,3115841,10070419,9,57,,,
176406,10/18/16,9,2,5,1,4,0,2,8,0,0,0,0,0,0,0,5,3132348,10059894,3,1977,,,
146063,4/10/14,6,2,1,1,1,0,2,18,0,0,0,0,0,0,3,4,3130943,10101024,0,687,30.35027,-97.68813,
158343,4/3/15,4,1,1,2,2,0,2,2,0,0,0,0,0,2,0,3,3122647,10073610,1,1978,,,
156325,2/8/15,8,0,5,1,5,0,2,2,0,0,0,0,0,1,0,1,3115416,10070416,9,21,,,
169686,12/17/15,7,2,1,2,4,0,2,0,4,0,0,0,0,1,0,4,3116192,10042474,2,1979,,,
170086,12/28/15,1,2,2,2,4,0,2,5,0,0,0,0,0,0,0,6,3079166,10121318,6,1479,,,
147959,6/1/14,5,0,0,1,1,0,2,0,1,0,0,0,1,4,0,7,3110719,10052849,0,691,30.218782,-97.755123,
158327,4/4/15,8,3,2,1,2,0,2,1,0,0,0,0,0,0,3,2,3115570,10070773,9,1427,,,
161564,6/8/15,4,2,0,1,2,0,2,11,0,0,0,0,1,6,2,0,3121801,10071523,1,1972,,,
161583,6/8/15,4,2,0,1,2,0,2,15,8,0,0,0,0,0,0,5,3121801,10071523,1,1972,,,
161601,6/8/15,4,2,0,1,2,0,2,11,0,0,0,0,0,0,2,6,3121801,10071523,1,1972,,,
176955,11/26/16,8,0,0,1,2,0,2,19,0,0,0,0,0,1,0,12,3115843,10070697,9,200,,,
177012,11/26/16,8,0,0,1,2,0,2,19,6,0,0,0,1,1,0,4,3115843,10070697,9,200,,,
159784,5/3/15,1,2,0,1,5,0,2,0,0,0,0,0,0,1,0,0,3112507,10120833,7,1282,,,
143173,2/6/14,9,2,0,1,4,0,2,9,2,0,0,0,2,2,0,1,3118973,10059156,0,398,30.23573,-97.728641,
143450,2/9/14,10,2,3,1,4,0,2,1,0,0,0,0,0,1,0,1,3128112,10091482,0,1695,30.323957,-97.697593,
153472,11/15/14,8,3,0,1,4,0,2,1,2,0,0,0,1,4,0,2,3114590,10070379,0,1254,30.26696,-97.741744,
171871,2/29/16,8,2,1,1,4,0,2,10,0,0,0,0,0,0,0,3,3114214,10070102,9,1980,,,
173710,5/1/16,7,3,2,1,4,0,2,8,0,0,0,0,0,0,0,5,3089667,10035703,5,1981,,,
173711,5/1/16,7,3,1,1,4,0,2,8,0,0,0,0,0,0,0,8,3089667,10035703,5,1981,,,
177094,11/28/16,6,2,0,1,4,0,2,8,0,0,0,0,0,0,0,0,3134207,10110025,1,1060,,,
173490,4/14/16,8,0,0,1,4,0,2,10,8,0,0,0,0,1,0,14,3115885,10070835,9,120,,,
171872,2/29/16,8,2,1,1,4,0,2,10,6,0,0,0,2,0,3,2,3114214,10070102,9,1980,,,
159044,4/17/15,7,2,0,1,2,0,2,21,0,0,0,0,0,4,0,2,3096600,10017836,5,1982,,,
174541,6/26/16,3,1,0,1,2,0,2,16,5,0,0,0,1,4,0,2,3125282,10079466,9,1983,,,
174506,6/18/16,10,2,0,1,2,0,2,48,11,0,0,0,1,0,0,4,3133646,10084692,1,1346,,,
174538,6/18/16,10,2,0,1,2,0,2,48,11,0,0,0,1,0,0,2,3133646,10084692,1,1346,,,
162023,6/18/15,5,1,0,1,5,0,2,21,0,0,0,0,0,0,0,3,3097207,10057710,5,1940,,,
168748,11/28/15,1,2,0,1,5,0,2,0,0,0,0,0,0,0,0,1,3111037,10115917,10,1921,,,
169146,11/28/15,1,2,0,1,5,0,2,0,0,0,0,0,0,0,0,1,3111037,10115917,10,1921,,,
169450,12/15/15,3,5,0,1,5,0,2,11,0,0,0,0,0,0,0,4,3114262,10077532,9,1464,,,
169451,12/15/15,3,5,0,1,5,0,2,11,0,0,0,0,0,0,0,12,3114262,10077532,9,1464,,,
169468,12/15/15,3,5,0,1,5,0,2,11,0,0,0,0,0,0,0,1,3114262,10077532,9,1464,,,
146876,5/5/14,6,2,1,1,5,0,2,0,0,0,0,0,0,0,0,1,3135789,10129929,0,1984,,,
153199,11/3/14,7,2,0,1,5,0,2,0,0,0,0,0,0,0,0,5,3117204,10032157,0,1902,30.16184,-97.736664,
150459,8/10/14,7,2,0,2,4,0,2,0,0,0,0,0,0,0,0,2,3098144,10032407,0,1985,30.163652,-97.797003,
156721,2/24/15,7,0,0,1,4,0,2,0,0,0,0,0,0,0,0,1,3100341,10030899,5,0,,,
166605,9/23/15,9,2,0,1,4,0,2,11,0,0,0,0,0,1,0,3,3117423,10053441,3,1986,,,
148920,6/24/14,8,1,0,1,2,0,2,1,0,0,0,0,0,0,0,1,3117148,10070276,0,1526,,,
148984,6/24/14,8,1,0,1,2,0,2,1,0,0,0,0,0,0,0,7,3117148,10070276,0,1526,,,
145901,4/6/14,5,0,0,1,5,0,2,1,1,0,0,0,0,4,0,9,3110518,10052730,0,308,30.218782,-97.755123,
153525,11/16/14,7,2,0,1,5,0,2,0,0,0,0,0,0,0,0,3,3108421,10043651,0,140,30.194171,-97.764034,
155000,1/14/15,10,2,2,1,5,0,2,68,1,0,0,0,1,1,0,1,3132173,10083754,1,1987,,,
156483,2/17/15,7,0,0,1,5,0,2,0,0,0,0,0,0,0,0,2,3100423,10033116,5,393,,,
143772,2/16/14,7,2,0,1,4,0,2,2,0,0,0,0,0,1,2,1,3090131,10037434,0,1988,30.17786,-97.821416,
143771,2/16/14,7,2,0,2,4,0,2,0,0,0,0,0,0,0,2,1,3090131,10037434,0,1988,30.17786,-97.821416,
143770,2/16/14,7,2,0,1,4,0,2,2,1,0,0,0,1,1,0,1,3090131,10037434,0,1988,30.17786,-97.821416,
169687,12/17/15,7,2,2,1,4,0,2,0,4,0,0,0,0,1,0,4,3116192,10042474,2,1979,,,
153682,3/26/14,4,2,0,1,2,0,2,21,9,0,0,0,1,0,0,2,3145060,10083142,0,1989,30.300125,-97.644198,
146366,4/22/14,8,2,4,1,2,0,2,21,0,0,0,0,0,1,0,4,3114901,10068503,0,1990,30.26189,-97.741271,
142330,1/9/14,9,2,2,2,5,0,2,23,0,0,0,0,0,0,0,2,3118504,10060965,0,309,30.240639,-97.729702,
145392,3/26/14,4,2,0,1,2,0,2,5,0,0,0,0,0,0,0,2,3145060,10083142,0,1989,30.300125,-97.644198,
166734,9/25/15,1,2,0,1,2,0,2,3,0,0,0,0,0,0,0,1,3095390,10137971,6,639,,,
169987,12/30/15,8,3,0,1,5,0,2,0,0,0,0,0,0,0,0,18,3115181,10070609,9,52,,,
163803,7/3/15,9,2,1,1,4,0,2,11,0,0,0,0,0,0,0,7,3119407,10056791,3,300,,,
142230,1/6/14,6,2,1,2,4,0,2,0,0,0,0,0,0,0,0,5,3129388,10102200,0,547,,,
152045,9/20/14,8,2,0,1,4,0,2,0,0,0,0,0,0,0,0,16,3117175,10070192,0,861,,,
144172,2/24/14,10,2,0,1,4,0,2,0,13,0,0,0,0,4,1,6,3122201,10102548,0,1991,30.355113,-97.715396,
148925,6/24/14,8,1,0,1,2,0,2,1,4,0,0,0,0,1,0,6,3117148,10070276,0,1526,,,
148924,6/24/14,8,2,0,1,2,0,2,1,0,0,0,0,0,0,0,16,3117148,10070276,0,1526,,,
167782,10/26/15,7,1,0,1,5,0,2,0,0,0,0,0,0,0,0,4,3097213,10044240,5,1992,,,
175586,9/1/16,1,2,0,1,5,0,2,14,0,0,0,0,0,0,0,0,3101672,10135091,6,1993,,,
170986,2/1/16,4,2,2,1,5,0,2,10,5,0,0,0,3,4,0,4,3136478,10078100,1,1994,,,
150324,7/30/14,5,2,3,1,4,0,2,11,0,0,0,0,0,0,0,2,3094416,10052450,0,1995,,,
157883,3/25/15,8,2,0,2,4,0,2,0,0,0,0,0,0,0,0,2,3115952,10070759,9,29,,,
157926,3/25/15,8,2,0,2,4,0,2,0,2,0,0,0,2,0,0,17,3115952,10070759,9,29,,,
157927,3/25/15,8,2,0,2,4,0,2,0,0,0,0,0,0,0,0,8,3115952,10070759,9,29,,,
158659,4/12/15,10,2,0,2,2,0,2,0,0,0,0,0,0,4,0,1,3129997,10096983,4,40,30.338618,-97.692566,
156326,2/8/15,8,0,5,1,5,0,2,18,4,0,0,0,0,1,0,1,3115416,10070416,9,21,,,
148208,6/6/14,1,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,3124636,10124176,0,102,30.412351,-97.707908,
164482,8/6/15,9,1,0,1,4,0,2,1,0,0,0,0,0,1,0,1,3114134,10053551,3,1996,,,
166123,9/6/15,7,2,3,1,4,0,2,0,0,0,0,0,0,0,0,1,3100246,10048259,2,1399,,,
174785,7/9/16,11,2,0,1,4,0,2,31,5,0,0,0,2,1,6,1,-,-,0,1997,,,
145133,3/21/14,6,2,0,1,2,0,2,11,0,0,0,0,0,6,0,2,3134573,10110415,0,1998,,,
145158,3/21/14,6,2,0,1,2,0,2,11,0,0,0,0,0,6,0,1,3134573,10110415,0,1998,,,
148919,6/24/14,8,1,0,1,2,0,2,1,0,0,0,0,0,0,0,1,3117148,10070276,0,1526,,,
153905,12/3/14,10,2,0,1,2,0,2,9,0,0,0,0,0,0,3,1,3122091,10088352,0,1999,30.315667,-97.717036,
153908,12/3/14,10,2,0,1,2,0,2,9,3,0,0,0,2,1,2,3,3122091,10088352,0,1999,30.315667,-97.717036,
175043,8/2/16,10,2,1,2,2,0,2,31,0,0,0,0,0,6,2,6,3130856,10089723,1,2000,,,
175051,8/2/16,10,2,1,2,2,0,2,31,0,0,0,0,0,6,0,1,3130856,10089723,1,2000,,,
175208,8/2/16,10,2,1,2,2,0,2,31,0,0,0,0,0,6,0,4,3130856,10089723,1,2000,,,
154721,1/5/15,5,2,0,2,5,0,2,0,0,0,0,0,0,0,0,3,3102435,10061767,5,2001,,,
162424,6/25/15,1,2,0,1,5,0,2,0,0,0,0,0,0,4,0,18,3110441,10122208,10,1071,,,
163802,7/3/15,9,2,1,1,4,0,2,11,0,0,0,0,0,0,0,4,3119407,10056791,3,300,,,
175000,7/10/16,5,2,1,1,4,0,2,8,0,0,0,0,0,1,0,3,3107640,10062395,9,2002,,,
174840,7/16/16,6,2,1,1,2,0,2,55,0,0,0,0,0,0,0,1,3124479,10101091,4,2003,,,
168605,11/20/15,9,2,0,1,5,0,2,21,0,0,0,0,0,0,0,4,3116702,10063521,9,2004,,,
144888,3/14/14,4,2,0,1,4,0,2,39,0,0,0,0,0,1,0,4,3122960,10076994,0,2005,30.284949,-97.715026,
158902,4/15/15,6,2,0,1,4,0,2,17,0,0,0,0,0,0,0,5,3127311,10106744,4,2006,,,
158961,4/15/15,6,2,2,1,4,0,2,17,0,0,0,0,0,0,0,1,3127311,10106744,4,2006,,,
146040,4/9/14,10,2,5,1,2,0,2,1,0,0,0,0,0,0,0,1,3134807,10093981,0,262,30.329737,-97.676308,
149666,7/18/14,7,2,3,1,5,0,2,0,9,0,0,0,0,0,0,2,3100838,10049494,0,2007,30.210573,-97.786912,
149439,7/10/14,4,2,0,1,5,0,2,1,0,0,0,0,0,4,0,2,3133500,10072431,0,2008,30.271537,-97.681429,
145788,3/29/14,5,0,1,1,4,0,2,17,0,0,0,0,0,0,0,1,3110123,10053977,0,2009,,,
145789,3/29/14,5,0,1,1,4,0,2,17,0,0,0,0,0,6,0,21,3110123,10053977,0,2009,,,
174188,5/27/16,7,2,1,2,4,0,2,10,0,0,0,0,0,0,0,5,3109460,10044179,2,1625,,,
174616,6/29/16,4,2,0,1,4,0,2,26,10,0,0,0,2,2,0,1,3146101,10083728,1,2010,,,
157884,3/25/15,1,2,0,1,2,0,2,0,0,0,0,0,0,0,0,2,3122542,10121386,7,1076,,,
160244,5/12/15,4,2,1,2,2,0,2,0,0,0,0,0,0,0,0,0,3121385,10070857,1,2011,,,
171988,2/3/16,4,1,0,1,2,0,2,47,5,0,0,0,1,11,0,4,3122724,10073240,1,2012,,,
155642,1/30/15,10,2,0,2,5,0,2,9,0,0,0,0,0,0,0,5,3121652,10104601,7,2013,,,
155760,1/30/15,10,2,0,2,5,0,2,2,0,0,0,0,0,0,0,7,3121652,10104601,7,2013,,,
168022,10/31/15,6,2,0,1,5,0,2,11,2,0,0,0,3,4,0,2,3134231,10124161,7,35,,,
175587,9/1/16,1,2,0,1,5,0,2,14,0,0,0,0,0,0,5,19,3101672,10135091,6,1993,,,
142391,1/10/14,4,2,1,1,4,0,2,0,0,0,0,0,0,0,0,2,3123854,10066860,0,2014,,,
149001,6/25/14,7,2,0,1,4,0,2,11,0,0,0,0,0,6,0,4,3098905,10024276,0,2015,,,
